;signatur;geschaftstyp;partei;urheber;titel;beginn_datum;ende;schwerpunkt;geschaft;status;jahr;themes;pdf_file_url;content
76;22.5039;Anzug;SP;Perret, Jean-Luc;Anzug Jean-Luc Perret und Konsorten betreffend 30'-Takt im ÖV-Nachtnetz;2022-02-09;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111559;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396390.pdf;tbd
77;22.5034;Schriftliche Anfrage;GLP;Sieber, Johannes;Schriftliche Anfrage Johannes Sieber betreffend bedingungsloses Grundeinkommen (BGE);2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111558;A;2022;Sozialversicherungen und -leistungen|Staatsfinanzen;https://grosserrat.bs.ch/dokumente/100396/000000396388.pdf;tbd
78;22.5028;Schriftliche Anfrage;SP;Perret, Jean-Luc;Schriftliche Anfrage Jean-Luc Perret betreffend ÖV-Nachtfahrten am Donnerstag;2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111552;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396383.pdf;tbd
79;22.5026;Schriftliche Anfrage;SP;Eberhard, Melanie;Schriftliche Anfrage Melanie Eberhard betreffend Care-Team;2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111550;A;2022;Polizei & Kriminalität|Gesundheitsversorgung;https://grosserrat.bs.ch/dokumente/100396/000000396381.pdf;tbd
80;22.5008;Schriftliche Anfrage;Mitte;Strahm, Andrea;Schriftliche Anfrage Andrea Strahm betreffend Differenzierung von Lohngleichheit-Analysen;2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111533;A;2022;Gleichstellung der Geschlechter|Verwaltung;https://grosserrat.bs.ch/dokumente/100396/000000396269.pdf;tbd
81;22.5005;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 162 Oliver Bolliger betreffend Schlussfolgerungen aus der Swiss Corona Stress Study;2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111531;A;2022;Gesundheitsförderung|Volksschulen & Tagesbetreuung;https://grosserrat.bs.ch/dokumente/100396/000000396267.pdf;tbd
82;21.5843;Interpellation;SP;Heer, Barbara;Interpellation Nr. 158 Barbara Heer betreffend Verlierer:innen des neuen Tagesbetreuungsgesetzes;2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111520;A;2022;Volksschulen & Tagesbetreuung|Kinder, Jugendliche & Familien;https://grosserrat.bs.ch/dokumente/100396/000000396258.pdf;tbd
83;21.584;Motion;Grüne;Fuhrer, Raphael;Motion Raphael Fuhrer und Konsorten betreffend integrale Signalisation von Tempo 30 in Basel-Stadt mit gleichzeitiger Beschleunigung des öffentlichen Verkehrs gemäss Kantonsverfassung §30;2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111517;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396252.pdf;tbd
84;21.5839;Anzug;Mitte;Strahm, Andrea;Anzug Andrea Strahm und Andrea Elisabeth Knellwolf betreffend Überwachung der Gebühren gemäss NörV;2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111512;B;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396201.pdf;tbd
85;21.5824;Budgetpostulat;FDP;Bucher, Erich;Budgetpostulat für 2022 Erich Bucher und Oliver Thommen betreffend Präsidialdepartement, Dienststelle 350, Kantons- und Stadtentwicklung, Transferaufwand (Gundeldinger Koordination);2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111506;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396195.pdf;tbd
86;21.5802;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Federer-Express;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111480;A;2021;Privatwirtschaft & Standort|Öffentlicher Verkehr;https://grosserrat.bs.ch/dokumente/100396/000000396057.pdf;tbd
87;21.5801;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Steuer und Quartier Flohmi;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111479;A;2021;;https://grosserrat.bs.ch/dokumente/100396/000000396056.pdf;tbd
88;21.5794;Anzug;FDP;Urgese, Luca;Anzug Luca Urgese und Konsorten betreffend attraktives Steuerumfeld für Familien und Fachkräfte;2022-01-12;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111470;A;2022;;https://grosserrat.bs.ch/dokumente/100396/000000396047.pdf;tbd
89;21.579;Interpellation;SP;Cuénod, Tim;Interpellation Nr. 153 Tim Cuénod betreffend der Covid-Situation an den Basler Schulen;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111463;A;2021;Gesundheitsförderung|Volksschulen & Tagesbetreuung;https://grosserrat.bs.ch/dokumente/100396/000000396033.pdf;tbd
90;21.5787;Interpellation;Grüne;Wirz, Lea;Interpellation Nr. 150 Lea Wirz betreffend Covid-Testkapazitäten an Primarschulen & in Kindergärten;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111460;A;2021;Gesundheitsförderung|Volksschulen & Tagesbetreuung;https://grosserrat.bs.ch/dokumente/100396/000000396030.pdf;tbd
91;21.5778;Schriftliche Anfrage;SP;Mathys, Lisa;Schriftliche Anfrage Lisa Mathys betreffend möglicher neuer Unterstand auf der Breitematte und vorhandenes Trafo-Gebäude besser nutzen;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111451;A;2021;;https://grosserrat.bs.ch/dokumente/100396/000000396019.pdf;tbd
92;21.5774;Interpellation;FDP;Urgese, Luca;Interpellation Nr. 140 Luca Urgese betreffend prohibitive Gebühren für kleine Pokerturniere;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111446;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395992.pdf;tbd
93;21.5771;Interpellation;GLP;Kühne, Brigitte;Interpellation Nr. 139 Brigitte Kühne betreffend Kompensation von Autoparkplätzen in Zusammenhang mit dem Kunstmuseum-Parking zugunsten der Velosicherheit und Busbeschleunigung;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111441;A;2021;Parkraumbewirtschaftung|Veloverkehr;https://grosserrat.bs.ch/dokumente/100395/000000395910.pdf;tbd
94;21.5768;Anzug;BastA!;Mück, Heidi;Anzug Heidi Mück und Konsorten betreffend Verkürzung der Antragsfrist für Kundgebungen und Demonstratlonen;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111437;B;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395905.pdf;tbd
95;21.5765;Schriftliche Anfrage;EVP;Gysin, Brigitte;Schriftliche Anfrage Brigitte Gysin betreffend gilt Umkleidezeit als Arbeitszeit?;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111435;A;2021;Arbeitsmarkt|Verwaltung;https://grosserrat.bs.ch/dokumente/100395/000000395903.pdf;tbd
96;21.5764;Schriftliche Anfrage;SP;Heer, Barbara;Schriftliche Anfrage Barbara Heer zum Ist-Zustand Gleichstellung als Querschnittsaufgabe in der Verwaltung;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111434;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395902.pdf;tbd
97;21.5763;Schriftliche Anfrage;SP;Perret, Jean-Luc;Schriftliche Anfrage Jean-Luc Perret betreffend Normen für die Fahrbahnbreiten in Tempo 30-Zonen;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111433;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395901.pdf;tbd
98;21.5752;Anzug;;;Anzug der Spezialkommission Klimaschutz betreffend Klausel für Pilotprojekte;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111423;B;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395869.pdf;tbd
99;21.5749;Anzug;;;"Anzug der Spezialkommission Klimaschutz bezüglich der Folgekosten des Klimawandels in einem ""Weiter-wie-bisher""-Szenario";2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111420;B;2021;Klima & Luft|Staatsfinanzen;https://grosserrat.bs.ch/dokumente/100395/000000395866.pdf;tbd
100;21.5748;Anzug;;;Anzug der Spezialkommission Klimaschutz betreffend Klimaziele bei Arealentwicklungen;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111419;B;2021;Areale & Quartiere|Klima & Luft;https://grosserrat.bs.ch/dokumente/100395/000000395865.pdf;tbd
101;21.5744;Motion;;;Motion der Spezialkommission Klimaschutz für eine Ersatzpflicht für fossile Heizungen per 2035;2021-12-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111415;B;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395861.pdf;tbd
102;21.5738;Schriftliche Anfrage;Grüne;Thiriet, Jérôme;Schriftliche Anfrage Jérôme Thiriet betreffend Abwärmenutzung von IT-Equipment;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111405;A;2021;Energieversorgung|Klima & Luft;https://grosserrat.bs.ch/dokumente/100395/000000395813.pdf;tbd
103;21.5737;Interpellation;SP;Cuénod, Tim;Interpellation Nr. 136 Tim Cuénod betreffend der besseren Erschliessung des Bachgraben-Gebietes durch eine Verlängerung der Buslinie 64;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111398;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395796.pdf;tbd
104;21.5734;Interpellation;SP;Gander, Thomas;Interpellation Nr. 134 Thomas Gander betreffend Auslegung und Auswertung der Kriminalstatistik (Trend- und Jahresstatistik);2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111395;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395793.pdf;tbd
105;21.5731;Interpellation;SP;Baumgartner, Beda;Interpellation Nr. 131 Beda Baumgartner betreffend Situation für afghanische Geflüchtete verbessern;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111392;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395790.pdf;tbd
106;21.5708;Anzug;;;Anzug der Wirtschafts- und Abgabekommission betreffend Analyse zu den aktuellen Steuerabzügen im Kanton Basel-Stadt;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111377;B;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395709.pdf;tbd
107;21.5704;Anzug;SP;Gander, Thomas;Anzug Thomas Gander und Konsorten zur Schaffung von rechtlichen Grundlagen für die Anwendung von algorithmus-basierter Instrumente in der Polizeiarbeit;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111373;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395705.pdf;tbd
108;21.5703;Interpellation;FDP;Bucher, Erich;Interpellation Nr. 126 Erich Bucher betreffend immer mehr Velofahrerinnen halten sich nicht mehr an die Verkehrsregeln;2021-11-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111368;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395686.pdf;tbd
109;21.0998;Initiative;;;"Kantonale Volksinitiative "" Kinderbetreuung für Alle""";2020-06-10;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111361;B;2020;Volksschulen & Tagesbetreuung|Kinder, Jugendliche & Familien;tbd;tbd
110;21.5696;Interpellation;SP;von Wartburg, Christian;Interpellation Nr. 125 Christian von Wartburg betreffend eine mögliche Dioxin-Problematik auch im Kanton Basel-Stadt;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111354;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395574.pdf;tbd
111;21.5686;Schriftliche Anfrage;Grüne;Hanauer, Raffaela;Schriftliche Anfrage Raffaela Hanauer betreffend neue Strasse zur Erschliessung des Entwicklungsgebietes Bachgraben;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111344;A;2021;Gestaltung & Infrastruktur|Grenzüberschreitende Zusammenarbeit;https://grosserrat.bs.ch/dokumente/100395/000000395559.pdf;tbd
112;21.5672;Schriftliche Anfrage;GLP;Bothe-Wenk, Sandra;Schriftliche Anfrage Sandra Bothe betreffend Massnahmen zur Herstellung von mehr Bildungsgerechtigkeit an den Schulen;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111330;A;2021;Kinder, Jugendliche & Familien|Volksschulen & Tagesbetreuung;https://grosserrat.bs.ch/dokumente/100395/000000395531.pdf;tbd
113;21.5667;Schriftliche Anfrage;;Stephenson, Jeremy;Schriftliche Anfrage Jeremy Stephenson betreffend Grundbuchgebühren;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111326;A;2021;Wohnen|Steuerpolitik;https://grosserrat.bs.ch/dokumente/100395/000000395527.pdf;tbd
114;21.5664;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend sind E-Scooter eine moderne Plage?;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111325;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395526.pdf;tbd
115;21.5663;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend warum ist Tauben füttern nicht verboten?;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111324;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395525.pdf;tbd
116;21.566;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Basel als die Übermorgen-Stadt;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111320;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395521.pdf;tbd
117;21.5654;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend wie konkret startet das Ehrenamt in Basel wieder durch?;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111306;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395495.pdf;tbd
118;21.5639;Interpellation;SVP;Suter, Stefan;Interpellation Nr. 119 Stefan Suter betreffend Latein-Unterricht;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111293;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395403.pdf;tbd
119;21.5631;Schriftliche Anfrage;FDP;Urgese, Luca;Schriftliche Anfrage Luca Urgese betreffend Parkbussen-Aktivismus während Fussball-Länderspiel Schweiz-Italien;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111285;A;2021;Polizei & Kriminalität|Parkraumbewirtschaftung;https://grosserrat.bs.ch/dokumente/100395/000000395389.pdf;tbd
120;21.5612;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend wenn der Kanton Basel-Stadt den Hackern schutzlos ausgeliefert ist;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111283;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395258.pdf;tbd
121;21.5596;Interpellation;Grüne;Friedl, Harald;Interpellation Nr. 113 Harald Friedl betreffend toxikologische Kriterien - Teil 2;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111265;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395223.pdf;tbd
122;21.5594;Interpellation;Grüne;Weibel, Fleur;Interpellation Nr. 112 Fleur Weibel betreffend umgehende Signalisierung von gefährlichen Fahrspurverengungen zum Schutz von Velofahrenden;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111264;A;2021;Veloverkehr|Verkehrssicherheit;https://grosserrat.bs.ch/dokumente/100395/000000395222.pdf;tbd
123;21.5588;Interpellation;LDP;Alioth, Catherine;Interpellation Nr. 107 Catherine Alioth betreffend drohende Schliessung der Ludotheken Bläsi und St. Johann;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111258;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395216.pdf;tbd
124;21.5587;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 106 Beat K. Schaller betreffend zielgruppengerechte Ansprache und Orientierung von speziell dem Corona-Ansteckungsrisiko ausgesetzten Teilen der Bevölkerung, Teil 2;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111257;A;2021;Gesundheitsförderung|Migration & Integration;https://grosserrat.bs.ch/dokumente/100395/000000395214.pdf;tbd
125;21.5586;Interpellation;;Leuthardt, Beat;Interpellation Nr. 105 Beat Leuthardt betreffend behördliche Massnahmen verletzen das ÖV-Programm und schaden den ÖV-Fahrgästen;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111256;A;2021;Öffentlicher Verkehr|Verwaltung;https://grosserrat.bs.ch/dokumente/100395/000000395211.pdf;tbd
126;21.5585;Anzug;SVP;Thüring, Joël;Anzug Joël Thüring und Konsorten betreffend «Gemeinsam statt einsam - Cluster-Wohnungen für Basel»;2021-10-20;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111255;A;2021;Wohnen|Ältere Bevölkerung;https://grosserrat.bs.ch/dokumente/100395/000000395210.pdf;tbd
127;21.5575;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend die neuen hässlichen Mistkübel in Basel;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111240;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395124.pdf;tbd
128;21.5574;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend wie werden die Vorgaben der Public Corporate Governance kontrolliert?;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111239;A;2021;Staatsfinanzen|Gesundheitsversorgung;https://grosserrat.bs.ch/dokumente/100395/000000395123.pdf;tbd
129;21.557;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Klima: Stadtforschung und Kommunalbetreuung;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111236;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395120.pdf;tbd
130;21.5562;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Diversität im Kanton Basel-Stadt;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111228;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395112.pdf;tbd
131;21.5561;Schriftliche Anfrage;VA;Weber, Eric;Schriftliche Anfrage Eric Weber betreffend Barrierefreiheit im Kanton Basel-Stadt;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111227;A;2021;;https://grosserrat.bs.ch/dokumente/100395/000000395111.pdf;tbd
132;21.5535;Schriftliche Anfrage;Mitte;Knellwolf, Andrea Elisabeth;Schriftliche Anfrage Andrea Elisabeth Knellwolf betreffend Flächendeckende Aufhebung von Parkplätzen und Dauerbaustellen im Bereich Austrasse / Gotthelf;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111202;A;2021;Gestaltung & Infrastruktur|Parkraumbewirtschaftung;https://grosserrat.bs.ch/dokumente/100395/000000395086.pdf;tbd
133;21.5536;Interpellation;SP;Mathys, Lisa;"Interpellation Nr. 99 Lisa Mathys betreffend ""Ab sofort kühle Strassenbeläge""";2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111201;A;2021;Gestaltung & Infrastruktur|Klima & Luft;https://grosserrat.bs.ch/dokumente/100395/000000395085.pdf;tbd
134;21.5533;Anzug;Grüne;Thommen, Oliver;Anzug Oliver Thommen und Konsorten betreffend ein digitales Forum für Basel;2021-09-08;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200111200;B;2021;Verwaltung|Kommunikationsinfrastruktur;https://grosserrat.bs.ch/dokumente/100395/000000395084.pdf;tbd
